team,date,r,hr,rbi,sb,bb,avg,ops,w,k,era,whip,qs,sv+h,total,bat,pitch,rank,b_rank,p_rank
Boba Chette,2024-06-27,1,1,4,4,8,1,1,1,1,3,2,1,5,33,20,13,14,14,14
Bug Monty,2024-06-27,13,13,11,12,14,14,14,11,11,12,13,8,13,159,91,68,1,1,1
FightinHorse&Buggies,2024-06-27,12,14,13,6,13,8,13,14,8,14,10,14,6,145,79,66,2,2,2
Forever Jung,2024-06-27,10,8,12,13,10,13,12,13,14,5,7,12,11,140,78,62,4,4,3
Friends O'Clyde,2024-06-27,8,9,7,4,6,6,8,9,12,2,2,10,14,97,48,49,6,8,7
Haders gonna Hate,2024-06-27,3,4,1,9,5,6,4,6,2,1,1,3,3,48,32,16,13,12,13
Hobo Ken,2024-06-27,9,11,6,10,12,2,9,6,10,11,8,13,4,111,59,52,5,6,5
Mighty Banshees,2024-06-27,14,11,14,14,4,11,11,12,13,9,10,6,12,141,79,62,3,2,3
Nola's Ark,2024-06-27,11,10,10,8,11,5,7,4,3,5,5,5,7,91,62,29,7,5,11
The Flying Rutschmen,2024-06-27,7,3,5,3,3,10,5,5,9,7,12,4,2,75,36,39,10,10,10
Lux Æterna,2024-06-27,5,5,1,10,9,2,2,2,5,4,4,2,8,59,34,25,12,11,12
Ya Gotta Beliebe,2024-06-27,2,2,3,7,1,4,3,3,6,10,8,9,10,68,22,46,11,13,8
